,rainfall_mm,evap_mm,outflow_m3s,lake_level_m
2005-05-29,5.425798258,5.05,1080.456,11.17
2005-05-30,29.10684484,2.17,1053.388,11.16
2005-05-31,4.557400177,4.78,1126.669,11.22
2005-06-01,0.030867352,5.66,1159.187,11.17
2005-06-02,0.011781046,6.03,1172.123,11.18
2005-06-03,0.190416489,6.11,1141.524,11.16
2005-06-04,0.013206495,6.03,1121.703,11.18
2005-06-05,0.004424767,6.07,1160.37,11.17
2005-06-06,0.340151078,5.84,1127.411,11.17
2005-06-07,0.91895661,5.63,1219.995,11.17
2005-06-08,2.889688895,4.19,1213.882,11.15
2005-06-09,1.240245286,4.1,1152.47,11.15
2005-06-10,0.414333547,4.28,1144.197,11.14
2005-06-11,0.337520529,4.59,1135.905,11.15
2005-06-12,0.010966048,6.22,1156.083,11.13
2005-06-13,0.0,6.08,1137.015,11.15
2005-06-14,0.338871341,5.21,1183.574,11.15
2005-06-15,0.705409328,5.16,1208.547,11.13
2005-06-16,0.239851129,5.45,1212.31,11.13
2005-06-17,1.55677775,4.91,1199.883,11.13
2005-06-18,3.097119833,3.27,1174.852,11.14
2005-06-19,0.729854482,3.7,1120.552,11.15
2005-06-20,4.640404052,3.33,1052.825,11.15
2005-06-21,5.275282237,3.64,1109.481,11.14
2005-06-22,6.973733538,4.34,1111.443,11.15
2005-06-23,6.187530843,4.78,1115.753,11.14
2005-06-24,0.146091062,4.65,1143.587,11.15
2005-06-25,0.170041035,4.69,1139.472,11.13
2005-06-26,0.172630626,4.65,1110.522,11.13
2005-06-27,0.201161908,4.5,1071.961,11.14
2005-06-28,0.888360514,4.67,1009.114,11.14
2005-06-29,0.017394078,3.28,1117.548,11.12
2005-06-30,1.149417808,3.55,1178.456,11.11
2005-07-01,2.813852565,3.14,1185.851,11.1
2005-07-02,0.457845314,3.45,1169.987,11.1
2005-07-03,0.441945398,3.56,1161.831,11.1
2005-07-04,1.225328093,3.45,1148.349,11.13
2005-07-05,0.575090937,3.31,1184.21,11.12
2005-07-06,0.884073758,3.22,1199.535,11.07
2005-07-07,1.5672789,2.97,1180.99,11.07
2005-07-08,0.453675264,2.89,1159.408,11.07
2005-07-09,2.584335855,3.46,1209.637,11.08
2005-07-10,0.719482229,3.11,1106.179,11.06
2005-07-11,0.534216649,2.28,1131.343,11.03
2005-07-12,0.0,3.14,1140.544,11.03
2005-07-13,0.0,3.17,1177.548,11.03
2005-07-14,0.0,2.49,1182.897,11.02
2005-07-15,0.125025144,2.4,1186.419,11.03
2005-07-16,0.035087155,2.62,1182.63,11.04
2005-07-17,0.375658988,2.51,1123.361,11.01
2005-07-18,1.141814366,2.06,1098.294,10.95
2005-07-19,0.613681903,1.98,1115.634,10.94
2005-07-20,0.816428368,2.95,1254.109,10.97
2005-07-21,0.055535019,3.13,1245.384,10.97
2005-07-22,1.356840066,2.73,1228.486,10.97
2005-07-23,3.243198815,2.22,1193.386,10.97
2005-07-24,1.678834644,2.68,1116.445,10.99
2005-07-25,0.278726124,2.69,1069.159,10.98
2005-07-26,0.074268842,2.39,1131.88,10.94
2005-07-27,1.669647543,1.99,1202.933,10.97
2005-07-28,5.206010468,1.8,1127.891,10.96
2005-07-29,3.156465704,2.66,1114.756,10.96
2005-07-30,2.242642587,2.23,1118.285,10.96
2005-07-31,4.757810765,1.95,1118.271,10.95
2005-08-01,0.088730515,2.83,1078.552,10.95
2005-08-02,0.184610247,2.43,1132.415,10.94
2005-08-03,0.263440768,2.28,1182.324,10.97
2005-08-04,0.274101944,2.07,1177.83,10.96
2005-08-05,0.082603417,2.11,1214.205,10.96
2005-08-06,1.303968249,2.3,1166.377,10.96
2005-08-07,0.024983075,2.23,1144.698,10.93
2005-08-08,0.041826078,2.16,1110.265,10.92
2005-08-09,0.007825838,2.05,1182.319,10.91
2005-08-10,7.228722567,2.89,1159.041,10.9
2005-08-11,1.289794705,3.56,1168.208,10.9
2005-08-12,0.391955063,3.97,1186.657,10.9
2005-08-13,4.118528764,3.38,1171.611,10.89
2005-08-14,0.189885179,3.26,1116.054,10.88
2005-08-15,0.452309405,3.9,1044.661,10.93
2005-08-16,5.377248654,3.25,1141.962,10.91
2005-08-17,6.803154158,2.57,1182.309,10.9
2005-08-18,4.930098184,2.5,1167.573,10.94
2005-08-19,4.697942252,4.11,1155.81,10.92
2005-08-20,2.067427394,3.74,1142.581,10.92
2005-08-21,1.636666382,5.39,1096.333,10.93
2005-08-22,0.343848069,5.59,1039.41,10.93
2005-08-23,3.213806897,5.59,1103.437,10.91
2005-08-24,0.13057545,6.15,1119.784,10.93
2005-08-25,0.965934035,6.37,1184.023,10.91
2005-08-26,5.791935662,4.27,1179.967,10.89
2005-08-27,5.222779726,3.66,1145.981,10.89
2005-08-28,0.366583349,6.26,1162.154,10.89
2005-08-29,0.000935082,8.17,1107.194,10.89
2005-08-30,0.0,7.72,1173.415,10.89
2005-08-31,0.027668101,6.8,1118.474,10.93
2005-09-01,0.381289993,6.05,1152.406,10.9
2005-09-02,0.834967106,5.6,1178.098,10.91
2005-09-03,0.237913875,5.49,1147.05,10.87
2005-09-04,0.333718664,5.05,1149.277,10.84
2005-09-05,1.700357121,3.93,1090.74,10.86
2005-09-06,5.144254049,4.52,1128.07,10.86
2005-09-07,0.723752583,4.13,1193.666,10.83
2005-09-08,6.465739912,5.05,1217.63,10.86
2005-09-09,1.024209218,3.84,1219.429,10.86
2005-09-10,1.239591082,4.89,1190.867,10.88
2005-09-11,0.874937011,4.89,1150.953,10.86
2005-09-12,1.8224806,4.75,1099.765,10.86
2005-09-13,0.447749171,4.4,1162.531,10.85
2005-09-14,1.95061153,4.71,1187.364,10.78
2005-09-15,2.89246601,4.8,1184.086,10.85
2005-09-16,5.018237035,2.67,1179.996,10.85
2005-09-17,8.892409529,2.93,1167.772,10.87
2005-09-18,0.637338536,5.19,1151.206,10.85
2005-09-19,2.367830351,6.04,1150.862,10.84
2005-09-20,0.071513134,7.1,1224.595,10.81
2005-09-21,1.334999162,6.31,1220.715,10.81
2005-09-22,0.273569652,5.95,1186.353,10.79
2005-09-23,0.025939002,7.09,1182.948,10.81
2005-09-24,0.031574109,7.87,1161.623,10.82
2005-09-25,0.421637056,7.66,1133.192,10.86
2005-09-26,0.797565719,6.91,1118.442,10.83
2005-09-27,0.02300609,6.1,1128.026,10.8
2005-09-28,0.554541964,6.1,1117.94,10.81
2005-09-29,0.347453637,5.95,1194.216,10.83
2005-09-30,2.33076041,5.04,1178.999,10.81
2005-10-01,2.75291626,5.23,1152.604,10.83
2005-10-02,0.896186481,5.6,1124.453,10.79
2005-10-03,0.309644762,6.49,1070.874,10.82
2005-10-04,0.563862343,6.23,1132.457,10.82
2005-10-05,1.288881583,5.66,1191.937,10.79
2005-10-06,4.27852473,4.02,1204.448,10.81
2005-10-07,2.480963202,4.62,1159.327,10.8
2005-10-08,0.056442701,6.3,1119.698,10.81
2005-10-09,0.00702188,7.17,1120.438,10.8
2005-10-10,0.865978938,6.05,1108.516,10.8
2005-10-11,3.840698063,4.59,1163.082,10.79
2005-10-12,2.108046225,4.06,1196.99,10.79
2005-10-13,6.693853549,3.9,1204.969,10.79
2005-10-14,10.63896941,3.46,1189.589,10.78
2005-10-15,9.622600457,3.24,1163.798,10.8
2005-10-16,1.375328016,5.52,1077.622,10.79
2005-10-17,4.92030122,4.39,1085.013,10.78
2005-10-18,3.174794906,3.59,1168.732,10.8
2005-10-19,0.632977662,5.98,1191.34,10.82
2005-10-20,4.755395161,5.56,1176.603,10.79
2005-10-21,5.180734529,3.74,1167.735,10.79
2005-10-22,0.144275643,4.01,1132.71,10.77
2005-10-23,7.091856294,3.03,1087.853,10.74
2005-10-24,4.448747445,4.45,1067.127,10.76
2005-10-25,1.556476406,5.61,1107.509,10.77
2005-10-26,3.366022901,4.23,1188.575,10.77
2005-10-27,5.57286734,4.31,1202.178,10.78
2005-10-28,4.270254853,5.56,1191.357,10.8
2005-10-29,1.169078102,5.36,1177.236,10.73
2005-10-30,0.009841178,6.84,1144.227,10.76
2005-10-31,2.341755668,5.87,1111.846,10.81
2005-11-01,3.076840801,5.52,1182.836,10.77
2005-11-02,1.38614484,5.75,1147.711,10.82
2005-11-03,2.001502006,4.64,1115.279,10.75
2005-11-04,2.965536675,2.22,1092.289,10.75
2005-11-05,8.351476731,2.76,1142.369,10.77
2005-11-06,3.054474099,3.7,1062.421,10.78
2005-11-07,5.11375943,4.35,1096.734,10.79
2005-11-08,1.49383425,4.87,1147.284,10.76
2005-11-09,2.033529546,4.82,1154.406,10.78
2005-11-10,2.069479242,5.61,1199.374,10.79
2005-11-11,0.782573658,5.93,1208.597,10.8
2005-11-12,1.661346501,5.78,1174.887,10.81
2005-11-13,2.146888659,5.54,1105.768,10.8
2005-11-14,1.662088791,6.31,1121.81,10.82
2005-11-15,3.1145651,6.0,1164.765,10.77
2005-11-16,1.006666329,6.46,1190.79,10.79
2005-11-17,1.98855472,6.42,1207.859,10.77
2005-11-18,0.414054569,5.75,1179.577,10.77
2005-11-19,0.573314314,6.12,1180.532,10.74
2005-11-20,0.590463604,6.02,1164.609,10.74
2005-11-21,2.855682445,6.12,1087.286,10.74
2005-11-22,7.124638212,5.38,1189.778,10.74
2005-11-23,3.592131573,4.85,1192.961,10.8
2005-11-24,7.887257349,4.22,1230.92,10.78
2005-11-25,4.113897779,5.67,1270.889,10.77
2005-11-26,5.570116276,5.14,1219.187,10.75
2005-11-27,1.940683267,5.76,1180.629,10.77
2005-11-28,1.629746647,6.12,1103.841,10.75
2005-11-29,1.094963326,5.85,1152.383,10.74
2005-11-30,2.221830502,5.66,1202.278,10.75
2005-12-01,4.514673576,5.05,1199.942,10.74
2005-12-02,2.727130754,4.69,1197.221,10.74
2005-12-03,9.742939259,4.49,1181.282,10.73
2005-12-04,7.013900054,4.59,1171.12,10.73
2005-12-05,6.340439587,3.21,1088.486,10.74
2005-12-06,1.33328324,4.24,1159.912,10.74
2005-12-07,7.816962339,3.57,1194.187,10.74
2005-12-08,1.131298301,5.44,1197.095,10.74
2005-12-09,0.0,6.44,1181.168,10.72
2005-12-10,0.883598674,6.19,1161.549,10.71
2005-12-11,3.938463368,5.38,1109.316,10.69
2005-12-12,0.681377397,6.28,1101.698,10.69
2005-12-13,3.069910048,5.75,1182.959,10.7
2005-12-14,0.296731603,6.43,1191.879,10.7
2005-12-15,0.247404394,6.66,1177.737,10.69
2005-12-16,0.005600967,7.04,1191.908,10.7
2005-12-17,0.004155981,6.25,1166.1,10.69
2005-12-18,0.103907122,5.6,1140.256,10.67
2005-12-19,1.040623734,5.01,1105.941,10.68
2005-12-20,1.484968349,5.46,1188.621,10.68
2005-12-21,0.294490944,4.91,1173.234,10.68
2005-12-22,2.245995029,4.53,1183.949,10.69
2005-12-23,1.499876704,4.76,1195.913,10.68
2005-12-24,0.24660306,5.26,1099.631,10.64
2005-12-25,1.586443542,4.36,1062.292,10.63
2005-12-26,2.91465828,3.72,983.518,10.62
2005-12-27,2.921272887,5.29,991.769,10.61
2005-12-28,2.675542589,6.38,1065.083,10.63
2005-12-29,0.469532783,6.25,1110.246,10.63
2005-12-30,2.216630835,6.44,1127.897,10.63
2005-12-31,0.006328656,6.21,1130.638,10.64
2006-01-01,0.270618035,5.96,1087.957,10.6
2006-01-02,0.0,6.07,1023.982,10.59
2006-01-03,0.0,6.06,1133.662,10.57
2006-01-04,0.513693203,5.15,1154.105,10.58
2006-01-05,1.092682607,4.71,1110.777,10.6
2006-01-06,0.250689823,4.73,1135.085,10.58
2006-01-07,1.541892254,4.34,1128.959,10.59
2006-01-08,2.54446491,4.31,1114.754,10.59
2006-01-09,1.017518332,4.38,1094.207,10.59
2006-01-10,4.030506139,3.99,1081.272,10.59
2006-01-11,7.84749214,3.56,1067.528,10.57
2006-01-12,8.083241183,4.84,1044.221,10.6
2006-01-13,3.040367183,5.29,1066.696,10.6
2006-01-14,4.754704038,5.48,1072.545,10.59
2006-01-15,5.910113521,4.8,1045.345,10.57
2006-01-16,11.48551501,3.15,1005.914,10.57
2006-01-17,8.459511338,2.79,1086.711,10.63
2006-01-18,1.6865298,5.47,1096.401,10.63
2006-01-19,1.56145815,5.69,1112.908,10.62
2006-01-20,0.361246069,6.95,1059.158,10.61
2006-01-21,0.181556571,6.56,1047.036,10.61
2006-01-22,0.035020965,7.23,1044.893,10.61
2006-01-23,0.003350945,7.3,1020.983,10.58
2006-01-24,0.0,7.39,1036.34,10.6
2006-01-25,0.0,7.33,1023.007,10.61
2006-01-26,0.0,6.98,1036.329,10.57
2006-01-27,0.0,6.37,1008.172,10.57
2006-01-28,0.0,5.39,998.185,10.57
2006-01-29,1.758139702,3.83,983.466,10.57
2006-01-30,1.220517093,4.77,972.002,10.53
2006-01-31,4.157278918,3.38,985.586,10.55
2006-02-01,0.896907108,4.31,1021.469,10.57
2006-02-02,0.253817917,6.62,988.698,10.57
2006-02-03,1.545305981,6.53,985.035,10.55
2006-02-04,0.0,6.82,998.151,10.57
2006-02-05,0.0,7.11,984.061,10.56
2006-02-06,0.0,6.3,864.664,10.52
2006-02-07,0.0,5.71,831.782,10.52
2006-02-08,0.176356162,4.78,826.453,10.53
2006-02-09,0.0,4.85,812.946,10.52
2006-02-10,0.0,4.36,811.995,10.51
2006-02-11,0.372408529,3.54,806.709,10.51
2006-02-12,2.202936821,2.93,810.067,10.5
2006-02-13,23.40581346,2.52,813.425,10.53
2006-02-14,8.10193858,3.63,815.371,10.48
2006-02-15,0.284684255,3.8,822.114,10.48
2006-02-16,4.679264949,5.3,812.475,10.54
2006-02-17,1.77194644,6.24,814.865,10.5
2006-02-18,2.705302295,6.48,808.16,10.51
2006-02-19,11.44573411,4.61,809.103,10.47
2006-02-20,1.885579929,5.38,805.756,10.48
2006-02-21,0.937847318,6.07,809.587,10.49
2006-02-22,12.20683245,5.7,812.463,10.53
2006-02-23,12.71695585,4.1,812.943,10.51
2006-02-24,4.76335734,3.98,797.718,10.54
2006-02-25,8.272839327,5.24,802.41,10.57
2006-02-26,1.640431266,5.71,805.276,10.46
2006-02-27,3.611013722,5.11,814.868,10.48
2006-02-28,4.186086418,4.47,818.236,10.49
2006-03-01,16.56800649,1.85,810.07,10.59
2006-03-02,0.02073859,6.6,804.792,10.58
2006-03-03,14.49803167,4.61,806.236,10.57
2006-03-04,3.999742442,4.09,816.805,10.59
2006-03-05,2.759672744,5.78,813.905,10.6
2006-03-06,2.740600538,3.63,821.134,10.62
2006-03-07,3.77872231,6.15,822.58,10.59
2006-03-08,8.073485431,4.72,806.238,10.62
2006-03-09,12.24545476,3.27,807.187,10.65
2006-03-10,1.571985717,6.67,812.463,10.66
2006-03-11,0.892494166,7.08,812.943,10.63
2006-03-12,0.941489172,7.05,817.273,10.63
2006-03-13,6.269473551,5.49,811.502,10.62
2006-03-14,7.057316514,4.45,814.865,10.64
2006-03-15,3.287749294,6.08,813.424,10.64
2006-03-16,1.736837298,6.38,811.028,10.65
2006-03-17,0.775051678,6.86,812.944,10.61
2006-03-18,8.511762388,4.77,818.718,10.61
2006-03-19,4.25949409,3.47,817.769,10.64
2006-03-20,4.150445509,4.88,813.425,10.68
2006-03-21,2.043712855,4.03,815.833,10.67
2006-03-22,2.981019234,4.9,817.273,10.66
2006-03-23,10.42718452,3.86,815.832,10.68
2006-03-24,5.939822124,2.98,814.868,10.69
2006-03-25,3.238663601,5.14,824.995,10.69
2006-03-26,10.49594396,4.01,840.05,10.7
2006-03-27,5.488153658,1.82,838.098,10.7
2006-03-28,3.046981725,4.66,819.212,10.69
2006-03-29,2.786362276,6.04,829.354,10.69
2006-03-30,13.85642727,4.56,840.047,10.68
2006-03-31,1.930497592,4.66,836.636,10.7
2006-04-01,3.315562719,4.63,837.123,10.62
2006-04-02,6.463283851,3.45,843.46,10.6
2006-04-03,4.315499642,3.55,834.696,10.66
2006-04-04,9.875112629,1.8,814.39,10.65
2006-04-05,8.889187966,2.28,805.75,10.69
2006-04-06,6.204587463,3.25,812.946,10.66
2006-04-07,9.654238467,4.14,815.362,10.68
2006-04-08,2.563903044,5.1,827.913,10.68
2006-04-09,8.282809328,4.79,827.412,10.69
2006-04-10,23.46759123,2.54,827.418,10.73
2006-04-11,7.209157571,4.5,829.352,10.68
2006-04-12,3.580680144,6.22,831.292,10.69
2006-04-13,2.766520067,4.95,830.819,10.64
2006-04-14,9.597072468,2.52,827.902,10.67
2006-04-15,9.001708888,5.51,817.761,10.66
2006-04-16,4.01204688,5.07,823.545,10.63
2006-04-17,8.127784428,4.7,813.905,10.68
2006-04-18,12.5685098,3.05,818.72,10.73
2006-04-19,6.921283352,3.6,824.027,10.72
2006-04-20,3.425392941,4.95,821.128,10.71
2006-04-21,12.08790276,4.37,821.617,10.75
2006-04-22,14.28741995,4.77,819.201,10.79
2006-04-23,14.91101486,5.09,818.718,10.8
2006-04-24,13.13184255,4.47,822.093,10.8
2006-04-25,3.310075703,5.23,824.51,10.81
2006-04-26,4.191792834,6.27,828.384,10.8
2006-04-27,4.603331463,6.59,812.955,10.81
2006-04-28,1.713959317,7.13,796.205,10.82
2006-04-29,5.258443994,6.95,790.974,10.83
2006-04-30,3.754788816,6.81,795.251,10.82
2006-05-01,6.366914971,6.06,792.873,10.8
2006-05-02,14.95109064,3.3,792.879,10.82
2006-05-03,6.63319974,3.57,789.083,10.8
2006-05-04,3.262844362,4.75,793.826,10.8
2006-05-05,5.357455416,4.73,788.126,10.83
2006-05-06,2.248640331,4.93,793.826,10.81
2006-05-07,7.828634146,5.41,787.661,10.82
2006-05-08,13.99046573,4.39,795.764,10.8
2006-05-09,1.295254401,4.01,806.723,10.81
2006-05-10,18.16767837,3.23,805.756,10.81
2006-05-11,10.96784676,2.3,814.391,10.82
2006-05-12,16.3999127,2.15,819.713,10.86
2006-05-13,9.597570202,2.82,811.03,10.87
2006-05-14,17.17850979,2.89,817.755,10.84
2006-05-15,13.24539539,2.54,807.667,10.82
2006-05-16,21.77530309,2.1,809.589,10.84
2006-05-17,5.623523848,2.88,816.799,10.86
2006-05-18,17.63223801,1.98,823.545,10.93
2006-05-19,6.940200436,3.15,813.425,10.92
2006-05-20,0.539007523,4.1,815.353,10.88
2006-05-21,11.73080911,3.98,817.755,10.91
2006-05-22,6.23643941,4.78,795.766,10.9
2006-05-23,1.372461951,5.0,802.416,10.91
2006-05-24,4.163817336,5.79,804.792,10.93
2006-05-25,4.86802948,6.14,806.708,10.93
2006-05-26,7.873190696,5.06,806.23,10.94
2006-05-27,0.507349964,4.45,784.379,10.89
2006-05-28,2.677186394,5.81,783.869,10.9
2006-05-29,8.69869447,4.86,789.55,10.9
2006-05-30,12.7885433,5.13,790.499,10.93
2006-05-31,4.136595314,5.62,795.251,10.9
2006-06-01,0.820978169,6.12,792.879,10.92
2006-06-02,0.222705203,6.13,787.658,10.94
2006-06-03,0.151330679,5.44,789.076,10.92
2006-06-04,0.433286466,5.25,787.178,10.92
2006-06-05,0.661348265,5.61,786.705,10.91
2006-06-06,0.363589277,4.91,788.135,10.88
2006-06-07,1.709490243,3.8,795.251,10.87
2006-06-08,2.350895502,4.76,794.301,10.87
2006-06-09,2.486203275,4.85,805.751,10.88
2006-06-10,0.03734192,5.06,807.667,10.89
2006-06-11,0.998636434,4.74,809.589,10.87
2006-06-12,3.017108398,3.8,804.792,10.88
2006-06-13,4.014481323,3.65,811.983,10.86
2006-06-14,11.00963564,2.72,828.975,10.86
2006-06-15,0.171900878,4.07,808.169,10.87
2006-06-16,0.008885392,5.11,802.403,10.86
2006-06-17,2.900973834,4.59,794.803,10.88
2006-06-18,1.968396573,3.13,798.59,10.86
2006-06-19,7.712779408,3.03,803.916,10.84
2006-06-20,5.638510361,3.58,857.696,10.86
2006-06-21,0.139208403,3.76,859.642,10.86
2006-06-22,0.081870695,3.59,835.788,10.86
2006-06-23,1.049646478,2.89,800.502,10.86
2006-06-24,0.657772047,3.74,805.753,10.83
2006-06-25,0.047587823,3.63,801.927,10.83
2006-06-26,1.461900186,3.19,796.203,10.83
2006-06-27,1.81775224,3.04,800.494,10.81
2006-06-28,1.04824043,2.7,804.32,10.81
2006-06-29,0.589886395,2.7,801.927,10.79
2006-06-30,0.54453266,2.87,803.843,10.79
2006-07-01,0.020053377,2.94,801.927,10.79
2006-07-02,0.0,2.91,800.493,10.79
2006-07-03,0.0,2.95,796.203,10.78
2006-07-04,0.0,2.76,799.068,10.77
2006-07-05,0.0,2.55,804.792,10.77
2006-07-06,0.0,2.38,809.102,10.77
2006-07-07,0.0,2.1,805.27,10.77
2006-07-08,0.059691369,1.83,807.186,10.77
2006-07-09,1.251444814,1.92,810.062,10.75
2006-07-10,1.71208621,2.05,810.067,10.76
2006-07-11,0.275302041,1.95,809.102,10.75
2006-07-12,0.29714724,2.15,806.708,10.75
2006-07-13,0.0,2.19,807.679,10.74
2006-07-14,0.0,2.22,808.146,10.73
2006-07-15,0.0,2.29,810.062,10.73
2006-07-16,0.0,2.1,810.067,10.73
2006-07-17,0.070660344,2.06,809.581,10.71
2006-07-18,1.524425512,1.95,807.187,10.71
2006-07-19,0.173776296,1.83,806.708,10.71
2006-07-20,0.966667651,1.63,810.068,10.68
2006-07-21,9.801891978,2.02,809.583,10.68
2006-07-22,1.278118668,3.16,802.403,10.73
2006-07-23,8.207314284,3.64,803.835,10.71
2006-07-24,5.341654343,3.53,797.16,10.68
2006-07-25,2.131703119,4.16,792.447,10.7
2006-07-26,0.28397146,4.29,784.52,10.71
2006-07-27,1.150431123,4.71,793.375,10.71
2006-07-28,0.316273336,4.71,811.986,10.7
2006-07-29,0.057240906,4.52,810.548,10.67
2006-07-30,0.058059485,3.35,808.146,10.67
2006-07-31,0.482583171,3.39,774.599,10.67
2006-08-01,0.59812583,2.89,794.818,10.67
2006-08-02,0.214483481,3.3,804.796,10.66
2006-08-03,3.945476924,2.76,797.634,10.65
2006-08-04,12.04225535,1.74,805.273,10.66
2006-08-05,11.53288961,2.14,805.279,10.67
2006-08-06,8.54262024,2.0,800.078,10.69
2006-08-07,2.513717186,3.44,790.535,10.69
2006-08-08,1.891198749,4.23,787.233,10.71
2006-08-09,1.035440868,5.36,785.807,10.72
2006-08-10,1.344043762,4.74,645.224,10.69
2006-08-11,1.529884395,6.28,626.497,10.69
2006-08-12,0.033858776,6.41,640.446,10.69
2006-08-13,0.0,6.73,603.927,10.69
2006-08-14,0.0,6.71,596.369,10.67
2006-08-15,0.0,5.91,598.181,10.68
2006-08-16,0.0,5.47,594.709,10.66
2006-08-17,0.128515724,4.51,606.769,10.67
2006-08-18,0.162463667,4.33,605.081,10.67
2006-08-19,0.0,4.11,608.992,10.67
2006-08-20,0.0,3.9,603.597,10.67
2006-08-21,0.19300114,3.62,638.311,10.66
2006-08-22,0.0,3.46,610.58,10.65
2006-08-23,0.007125325,3.15,579.938,10.65
2006-08-24,0.0,3.05,648.15,10.63
2006-08-25,0.286163183,2.65,649.466,10.61
2006-08-26,8.131366733,3.48,618.488,10.53
2006-08-27,1.321500668,4.59,635.014,10.56
2006-08-28,2.15374769,5.74,596.937,10.59
2006-08-29,2.525084218,5.95,600.77,10.58
2006-08-30,5.343431219,5.54,603.432,10.57
2006-08-31,1.708171297,5.32,637.791,10.63
2006-09-01,0.052524599,6.73,597.523,10.63
2006-09-02,1.403953727,6.5,593.158,10.62
2006-09-03,2.592238597,5.44,598.471,10.62
2006-09-04,0.0,6.83,649.232,10.59
2006-09-05,0.0,6.63,647.927,10.6
2006-09-06,0.08488602,5.74,659.82,10.6
2006-09-07,0.32690787,4.45,669.1,10.58
2006-09-08,1.691709021,3.83,647.408,10.57
2006-09-09,0.308303745,4.33,632.52,10.59
2006-09-10,0.563861138,3.73,597.979,10.59
2006-09-11,0.735146865,3.72,601.848,10.53
2006-09-12,1.519768097,3.66,642.401,10.53
2006-09-13,0.458039266,4.59,648.286,10.53
2006-09-14,0.374563799,4.52,655.025,10.54
2006-09-15,1.845203482,4.11,658.367,10.54
2006-09-16,2.446235565,3.86,658.122,10.54
2006-09-17,1.263295637,4.24,654.641,10.53
2006-09-18,5.211987332,4.21,655.861,10.51
2006-09-19,3.982974973,4.35,709.263,10.51
2006-09-20,6.917836264,4.39,650.71,10.52
2006-09-21,7.145547063,5.7,652.195,10.54
2006-09-22,4.737548495,6.32,653.45,10.51
2006-09-23,2.767700174,6.16,658.634,10.54
2006-09-24,1.25394353,6.42,633.803,10.54
2006-09-25,3.453475561,6.01,597.44,10.53
2006-09-26,0.074113618,6.4,602.59,10.5
2006-09-27,1.78654726,5.36,588.579,10.5
2006-09-28,1.59186083,6.05,645.952,10.51
2006-09-29,0.877030635,6.02,644.393,10.5
2006-09-30,4.567678122,5.84,648.287,10.49
2006-10-01,8.026530148,4.35,636.208,10.51
2006-10-02,2.025153537,4.65,653.73,10.5
2006-10-03,0.264907982,5.75,653.013,10.48
2006-10-04,0.952761746,5.9,648.235,10.48
2006-10-05,0.168153355,5.92,649.587,10.49
2006-10-06,0.508237752,6.39,646.5,10.47
2006-10-07,1.117728693,7.65,648.944,10.49
2006-10-08,0.436964206,6.76,655.018,10.49
2006-10-09,3.552498311,6.95,650.38,10.45
2006-10-10,2.946915071,5.73,654.293,10.44
2006-10-11,0.50141059,6.59,661.568,10.47
2006-10-12,0.12094685,6.22,657.093,10.46
2006-10-13,0.037293348,5.74,699.887,10.48
2006-10-14,0.0,5.75,678.223,10.48
2006-10-15,0.0,5.01,674.079,10.45
2006-10-16,0.067436158,4.37,670.806,10.48
2006-10-17,1.877815085,3.59,646.407,10.46
2006-10-18,1.941008309,4.2,664.064,10.46
2006-10-19,1.724610377,3.42,668.442,10.43
2006-10-20,2.232750127,3.83,665.808,10.41
2006-10-21,6.554697273,3.81,677.125,10.44
2006-10-22,15.72491925,4.05,663.029,10.46
2006-10-23,16.97575694,2.66,647.255,10.43
2006-10-24,2.940793472,4.07,649.381,10.42
2006-10-25,3.291793997,5.53,658.081,10.41
2006-10-26,14.68497719,3.43,651.832,10.43
2006-10-27,0.00797238,5.92,654.005,10.42
2006-10-28,6.078791219,4.94,662.884,10.47
2006-10-29,11.06024209,3.52,672.257,10.47
2006-10-30,1.54934382,6.0,652.562,10.46
2006-10-31,3.119499575,4.9,664.636,10.46
2006-11-01,13.10650542,3.97,657.199,10.46
2006-11-02,5.278649162,4.23,650.816,10.47
2006-11-03,3.974786634,4.58,660.256,10.46
2006-11-04,7.681663257,3.73,668.049,10.47
2006-11-05,5.098422997,3.91,677.568,10.48
2006-11-06,6.370991244,3.75,664.342,10.51
2006-11-07,7.190283854,3.93,657.634,10.49
2006-11-08,3.87750411,4.0,655.031,10.47
2006-11-09,2.221055031,4.47,654.729,10.42
2006-11-10,5.628159269,4.23,666.688,10.43
2006-11-11,6.654863176,4.03,664.389,10.48
2006-11-12,3.487791526,4.48,653.901,10.49
2006-11-13,2.10732951,3.87,650.822,10.46
2006-11-14,3.555581051,3.33,649.107,10.41
2006-11-15,12.96325937,2.42,659.098,10.49
2006-11-16,5.392116544,3.0,669.031,10.54
2006-11-17,9.204156948,3.24,659.113,10.54
2006-11-18,11.68811609,2.47,656.381,10.52
2006-11-19,8.574353239,2.06,647.493,10.51
2006-11-20,11.45256634,2.76,648.556,10.51
2006-11-21,15.75102363,3.13,653.602,10.55
2006-11-22,23.59222326,1.01,678.493,10.58
2006-11-23,11.39787785,0.58,674.833,10.62
2006-11-24,4.854013863,4.84,682.927,10.61
2006-11-25,18.22534939,3.1,653.057,10.62
2006-11-26,17.11355869,1.26,671.714,10.6
2006-11-27,4.966290204,4.63,685.413,10.64
2006-11-28,33.34467585,3.13,705.506,10.66
2006-11-29,20.2116114,1.33,715.316,10.68
2006-11-30,1.109423818,3.91,716.371,10.68
2006-12-01,8.804599524,3.79,706.275,10.71
